536,-608,311.0842570903901,0,976,248,132.33387820039675,20,-388,-1484,299.6711092598187,0,1091.71826625387,1
520,-524,290.02241189985267,0,516,152,79.35484318925194,0,-520,-1368,247.7021433401504,0,1076.8262195121952,1
536,-448,274.176489246223,0,508,184,69.5638322855583,0,-524,-1560,271.62082743717264,0,1078.306477093207,1
660,-444,306.55238674088787,0,576,232,64.32694014848956,7,-480,-1452,268.3485889941134,0,1095.5996955859969,1
564,-428,314.9099122042385,0,636,252,67.50335441337286,7,-484,-1444,272.21928422795116,0,1073.4589905362775,1
584,-404,293.87246286621144,0,536,124,66.62658466586193,0,-512,-1484,261.88572273723275,0,1071.5222734254992,1
432,-332,224.15942983106586,0,468,240,54.52796756130891,0,-560,-1360,226.96993184218186,0,1092.7705167173253,1
1924,-736,494.980287392941,21,1028,-184,232.35923225203732,0,1436,-2040,1157.6805755247312,0,1328.984662576687,3
1512,-252,349.9612535173017,13,968,128,157.61243522952188,6,1684,-2040,1312.7589798778422,0,1362.191222570533,3
932,-524,287.73292927202414,0,724,320,81.73139625575884,0,1200,-2040,1060.854400017733,0,1187.7552552552552,3
852,-364,200.55298580713037,7,1004,152,166.32088647747628,0,1568,-2040,1239.84849925778,0,1309.986153846154,3
480,-776,219.51850642842618,0,772,368,81.29743581858924,0,1232,-2040,1030.7957959458765,0,1189.4976525821596,3
668,-664,234.4158962374002,0,880,356,102.03639638418066,0,1556,-2040,1184.6335560208554,0,1298.0618238021639,3
732,-716,273.2200299645604,0,828,340,96.579621000241,0,1528,-2040,1109.4739917157685,0,1255.7678300455236,3
832,-792,309.45056049154533,0,780,68,139.781803746966,0,1188,-2040,1123.6394985135591,0,1268.975939849624,3
108,84,4.522781838156198,0,24,4,3.7842385837631776,0,-1048,-1068,4.561486558613666,0,1062.446875,2
180,84,9.840383504265358,7,40,-28,7.125356246724305,4,-852,-1752,75.97718412615684,0,1068.112828438949,2
128,84,6.074798760005158,12,28,-12,5.10800431346093,0,-908,-1092,17.719147164990474,7,1060.530959752322,2
128,84,5.224624207025395,7,28,8,3.36013142596646,7,-1048,-1164,11.597743728745979,0,1065.0376506024097,2
92,72,4.173831724202641,0,32,8,3.9047033660661135,6,-1052,-1080,4.668531877290733,0,1064.626307922272,2
88,64,4.25238066789379,7,28,12,3.2008860878836707,0,-1048,-1076,4.654634477573472,13,1064.2918586789554,2
76,56,3.7715798050967857,0,28,8,4.109366501763415,0,-1052,-1076,4.090647206668847,0,1064.8598130841121,2
80,56,4.396825894051783,0,28,8,3.936170257170832,0,-1052,-1072,4.262471689701529,0,1064.484984984985,2
